,opp_ast,opp_blk,opp_drb,opp_fg,opp_fg2,opp_fg2_pct,opp_fg2a,opp_fg3,opp_fg3_pct,opp_fg3a,opp_fg_pct,opp_fga,opp_ft,opp_ft_pct,opp_fta,opp_orb,opp_pf,opp_pts,opp_pts_per_g,opp_stl,opp_tov,opp_trb,team_name,type
331,143rd,31st,222nd,251st,301st,234th,297th,59th,62nd,101st,227th,235th,78th,112th,84th,46th,294th,176th,149th,184th,189th,147th,brigham-young,team_stats
332,191st,181st,239th,164th,84th,44th,143rd,307th,95th,343rd,21st,299th,247th,342nd,207th,220th,79th,215th,75th,162nd,189th,242nd,bradley,team_stats
333,251st,218th,327th,246th,254th,255th,217th,190th,198th,180th,258th,214th,159th,219th,151st,271st,223rd,233rd,211th,273rd,67th,323rd,boston-college,team_stats
334,156th,112th,279th,296th,300th,214th,306th,177th,155th,187th,224th,304th,55th,32nd,79th,116th,213th,240th,104th,273rd,236th,234th,boston-university,team_stats
335,26th,155th,310th,212th,194th,116th,235th,242nd,168th,237th,121st,266th,217th,73rd,245th,209th,234th,231st,273rd,84th,293rd,293rd,bowling-green-state,team_stats
336,105th,21st,233rd,239th,275th,340th,150th,130th,28th,222nd,272nd,186th,132nd,230th,117th,12th,22nd,205th,181st,143rd,116th,113th,boise-state,team_stats
337,232nd,56th,210th,260th,255th,321st,166th,205th,210th,196th,303rd,179th,52nd,7th,100th,256th,348th,202nd,325th,103rd,353rd,238th,binghamton,team_stats
338,151st,108th,203rd,170th,262nd,223rd,249th,19th,3rd,101st,147th,180th,276th,10th,310th,299th,109th,158th,259th,262nd,60th,261st,bethune-cookman,team_stats
339,135th,181st,25th,131st,104th,101st,125th,236th,275th,182nd,153rd,133rd,195th,124th,210th,193rd,14th,151st,178th,238th,139th,50th,arkansas-little-rock,team_stats
340,164th,317th,304th,173rd,152nd,172nd,154th,184th,186th,180th,175th,165th,203rd,53rd,241st,220th,149th,174th,207th,206th,29th,289th,arizona-state,team_stats
341,101st,181st,164th,62nd,79th,19th,168th,129th,78th,171st,19th,166th,277th,300th,253rd,149th,44th,111th,67th,24th,66th,161st,arizona,team_stats
342,232nd,93rd,126th,208th,263rd,263rd,221st,86th,176th,75th,277th,135th,178th,4th,253rd,149th,285th,186th,281st,289th,185th,125th,alcorn-state,team_stats
343,283rd,81st,281st,238th,220th,226th,197th,252nd,135th,272nd,195th,252nd,76th,238th,57th,236th,19th,203rd,120th,298th,56th,278th,appalachian-state,team_stats
344,83rd,155th,84th,125th,226th,242nd,204th,14th,113th,17th,265th,44th,222nd,133rd,239th,149th,331st,106th,183rd,92nd,194th,99th,american,team_stats
345,255th,264th,235th,198th,147th,89th,206th,279th,260th,249th,122nd,242nd,88th,115th,95th,112th,135th,180th,153rd,338th,200th,195th,albany-ny,team_stats
346,113th,327th,294th,296th,310th,151st,336th,145th,83rd,201st,159th,334th,338th,328th,325th,336th,28th,327th,336th,350th,129th,328th,alabama,team_stats
347,187th,340th,312th,184th,245th,314th,154th,59th,142nd,59th,309th,78th,162nd,18th,219th,73rd,239th,147th,240th,173rd,263rd,253rd,alabama-am,team_stats
348,78th,218th,43rd,129th,86th,92nd,105th,266th,205th,261st,87th,174th,56th,231st,44th,73rd,186th,108th,63rd,271st,240th,33rd,alabama-birmingham,team_stats
349,208th,300th,294th,236th,289th,299th,230th,98th,170th,83rd,307th,149th,252nd,8th,300th,188th,32nd,245th,224th,328th,79th,273rd,alabama-state,team_stats
350,305th,87th,217th,280th,100th,345th,11th,352nd,343rd,351st,330th,177th,118th,190th,107th,9th,52nd,305th,298th,184th,294th,101st,air-force,team_stats
351,26th,71st,153rd,139th,199th,32nd,303rd,59th,46th,115th,35th,252nd,84th,26th,132nd,313th,37th,90th,99th,119th,197th,239th,akron,team_stats
352,9th,293rd,130th,19th,106th,221st,66th,8th,26th,11th,202nd,6th,341st,304th,332nd,61st,40th,67th,65th,243rd,2nd,96th,abilene-christian,team_stats
